Student_ID,Sem1,Sem2,Sem3,Average_marks,Total_marks,Growth_Percentage
S191,94,83,60,79.0,237,-36.17021276595745
S192,76,86,83,81.66666666666667,245,9.210526315789473
S193,75,77,59,70.33333333333333,211,-21.333333333333336
S194,84,72,87,81.0,243,3.571428571428571
S195,87,68,95,83.33333333333333,250,9.195402298850574
S196,88,48,93,76.33333333333333,229,5.681818181818182
S197,60,71,72,67.66666666666667,203,20.0
S198,82,95,99,92.0,276,20.73170731707317
S199,76,55,81,70.66666666666667,212,6.578947368421052
S200,63,95,89,82.33333333333333,247,41.269841269841265
S201,83,63,96,80.66666666666667,242,15.66265060240964
S202,45,97,61,67.66666666666667,203,35.55555555555556
S203,61,74,50,61.666666666666664,185,-18.0327868852459
S204,61,56,89,68.66666666666667,206,45.90163934426229
S205,86,54,67,69.0,207,-22.093023255813954
S206,85,88,57,76.66666666666667,230,-32.94117647058823
S207,55,65,89,69.66666666666667,209,61.81818181818181
S208,48,85,51,61.333333333333336,184,6.25
S209,53,78,75,68.66666666666667,206,41.509433962264154
S210,68,73,66,69.0,207,-2.941176470588235
S211,63,78,68,69.66666666666667,209,7.936507936507936
S212,95,49,70,71.33333333333333,214,-26.31578947368421
S213,67,65,91,74.33333333333333,223,35.82089552238806
S214,54,77,69,66.66666666666667,200,27.77777777777778
S215,89,72,59,73.33333333333333,220,-33.70786516853933
S216,84,76,93,84.33333333333333,253,10.714285714285714
S217,76,80,59,71.66666666666667,215,-22.36842105263158
S218,61,48,69,59.333333333333336,178,13.114754098360656
S219,90,81,91,87.33333333333333,262,1.1111111111111112
S220,73,96,75,81.33333333333333,244,2.73972602739726
S221,60,93,56,69.66666666666667,209,-6.666666666666667
S222,93,64,52,69.66666666666667,209,-44.086021505376344
S223,81,73,63,72.33333333333333,217,-22.22222222222222
S224,94,90,78,87.33333333333333,262,-17.02127659574468
S225,65,65,63,64.33333333333333,193,-3.076923076923077
S226,61,71,89,73.66666666666667,221,45.90163934426229
S227,53,62,83,66.0,198,56.60377358490566
S228,65,62,51,59.333333333333336,178,-21.53846153846154
S229,69,66,74,69.66666666666667,209,7.246376811594203
S230,83,84,65,77.33333333333333,232,-21.686746987951807
S231,59,56,53,56.0,168,-10.16949152542373
S232,89,94,90,91.0,273,1.1235955056179776
S233,91,93,95,93.0,279,4.395604395604396
S234,71,59,62,64.0,192,-12.676056338028168
S235,94,77,70,80.33333333333333,241,-25.53191489361702
S236,79,80,88,82.33333333333333,247,11.39240506329114
S237,65,51,64,60.0,180,-1.5384615384615385
S238,86,67,83,78.66666666666667,236,-3.488372093023256
S239,70,50,50,56.666666666666664,170,-28.57142857142857
S240,59,62,85,68.66666666666667,206,44.06779661016949
S241,48,80,96,74.66666666666667,224,100.0
S242,83,95,74,84.0,252,-10.843373493975903
S243,61,97,92,83.33333333333333,250,50.81967213114754
S244,80,89,70,79.66666666666667,239,-12.5
S245,88,54,89,77.0,231,1.1363636363636365
S246,88,71,69,76.0,228,-21.59090909090909
S247,83,86,64,77.66666666666667,233,-22.89156626506024
S248,74,53,72,66.33333333333333,199,-2.7027027027027026
S249,80,57,89,75.33333333333333,226,11.25
S250,57,64,91,70.66666666666667,212,59.64912280701754
S251,73,65,68,68.66666666666667,206,-6.8493150684931505
S252,49,88,99,78.66666666666667,236,102.04081632653062
S253,82,88,74,81.33333333333333,244,-9.75609756097561
S254,72,82,74,76.0,228,2.7777777777777777
S255,81,94,89,88.0,264,9.876543209876543
S256,53,72,64,63.0,189,20.754716981132077
S257,67,81,72,73.33333333333333,220,7.462686567164178
S258,66,67,63,65.33333333333333,196,-4.545454545454546
S259,47,49,71,55.666666666666664,167,51.06382978723404
S260,54,82,51,62.333333333333336,187,-5.555555555555555
S261,91,78,61,76.66666666666667,230,-32.967032967032964
S262,66,58,79,67.66666666666667,203,19.696969696969695
S263,84,73,99,85.33333333333333,256,17.857142857142858
S264,89,73,75,79.0,237,-15.730337078651685
S265,53,81,99,77.66666666666667,233,86.79245283018868
S266,80,58,74,70.66666666666667,212,-7.5
S267,50,58,73,60.333333333333336,181,46.0
S268,83,97,70,83.33333333333333,250,-15.66265060240964
S269,48,97,87,77.33333333333333,232,81.25
S270,79,59,82,73.33333333333333,220,3.79746835443038
S271,89,71,75,78.33333333333333,235,-15.730337078651685
S272,86,49,60,65.0,195,-30.23255813953488
S273,82,56,55,64.33333333333333,193,-32.926829268292686
S274,62,68,87,72.33333333333333,217,40.32258064516129
S275,55,87,85,75.66666666666667,227,54.54545454545454
S276,56,71,79,68.66666666666667,206,41.07142857142857
S277,70,95,94,86.33333333333333,259,34.285714285714285
S278,75,74,87,78.66666666666667,236,16.0
S279,49,52,73,58.0,174,48.97959183673469
S280,83,74,65,74.0,222,-21.686746987951807
S281,55,88,82,75.0,225,49.09090909090909
S282,52,64,83,66.33333333333333,199,59.61538461538461
S283,60,85,62,69.0,207,3.3333333333333335
S284,87,95,73,85.0,255,-16.091954022988507
S285,69,54,77,66.66666666666667,200,11.594202898550725
S286,67,76,64,69.0,207,-4.477611940298507
S287,92,79,95,88.66666666666667,266,3.260869565217391
S288,93,48,60,67.0,201,-35.483870967741936
S289,72,77,86,78.33333333333333,235,19.444444444444446
S290,78,64,96,79.33333333333333,238,23.076923076923077
S291,56,77,56,63.0,189,0.0
S292,88,74,97,86.33333333333333,259,10.227272727272728
S293,78,70,64,70.66666666666667,212,-17.94871794871795
S294,45,49,56,50.0,150,24.444444444444443
S295,51,53,73,59.0,177,43.13725490196079
S296,75,75,93,81.0,243,24.0
S297,63,49,75,62.333333333333336,187,19.047619047619047
S298,63,54,92,69.66666666666667,209,46.03174603174603
S299,63,86,54,67.66666666666667,203,-14.285714285714285
S300,88,82,59,76.33333333333333,229,-32.95454545454545
S301,65,95,75,78.33333333333333,235,15.384615384615385
S302,75,62,70,69.0,207,-6.666666666666667
S303,89,72,84,81.66666666666667,245,-5.617977528089887
S304,58,84,97,79.66666666666667,239,67.24137931034483
S305,50,64,61,58.333333333333336,175,22.0
S306,91,63,70,74.66666666666667,224,-23.076923076923077
S307,48,96,82,75.33333333333333,226,70.83333333333334
S308,51,78,83,70.66666666666667,212,62.745098039215684
S309,80,91,67,79.33333333333333,238,-16.25
S310,91,54,94,79.66666666666667,239,3.296703296703297
S311,65,94,65,74.66666666666667,224,0.0
S312,48,96,93,79.0,237,93.75
S313,78,85,73,78.66666666666667,236,-6.41025641025641
S314,62,75,75,70.66666666666667,212,20.967741935483872
S315,64,83,86,77.66666666666667,233,34.375
S316,62,66,75,67.66666666666667,203,20.967741935483872
S317,46,68,66,60.0,180,43.47826086956522
S318,87,51,62,66.66666666666667,200,-28.735632183908045
S319,76,50,68,64.66666666666667,194,-10.526315789473683
S320,58,63,62,61.0,183,6.896551724137931
S321,83,50,52,61.666666666666664,185,-37.34939759036144
S322,57,59,85,67.0,201,49.122807017543856
S323,85,85,73,81.0,243,-14.117647058823529
S324,57,58,59,58.0,174,3.508771929824561
S325,73,68,80,73.66666666666667,221,9.58904109589041
S326,66,80,88,78.0,234,33.33333333333333
S327,74,48,94,72.0,216,27.027027027027028
S328,87,64,84,78.33333333333333,235,-3.4482758620689653
S329,45,73,50,56.0,168,11.11111111111111
S330,81,57,51,63.0,189,-37.03703703703704
S331,86,84,81,83.66666666666667,251,-5.813953488372093
S332,76,62,95,77.66666666666667,233,25.0
S333,73,73,98,81.33333333333333,244,34.24657534246575
S334,47,88,95,76.66666666666667,230,102.12765957446808
S335,92,62,76,76.66666666666667,230,-17.391304347826086
S336,83,76,87,82.0,246,4.819277108433735
S337,69,95,91,85.0,255,31.88405797101449
S338,58,52,88,66.0,198,51.724137931034484
S339,59,77,64,66.66666666666667,200,8.47457627118644
S340,81,53,72,68.66666666666667,206,-11.11111111111111
S341,76,90,57,74.33333333333333,223,-25.0
S342,65,48,69,60.666666666666664,182,6.153846153846154
S343,76,95,63,78.0,234,-17.105263157894736
S344,49,81,59,63.0,189,20.408163265306122
S345,49,65,88,67.33333333333333,202,79.59183673469387
S346,80,49,53,60.666666666666664,182,-33.75
S347,68,97,68,77.66666666666667,233,0.0
S348,81,86,53,73.33333333333333,220,-34.5679012345679
S349,64,74,93,77.0,231,45.3125
S350,51,89,93,77.66666666666667,233,82.35294117647058
S351,90,64,78,77.33333333333333,232,-13.333333333333334
S352,60,97,51,69.33333333333333,208,-15.0
S353,45,67,96,69.33333333333333,208,113.33333333333333
S354,77,60,78,71.66666666666667,215,1.2987012987012987
S355,83,53,66,67.33333333333333,202,-20.481927710843372
S356,73,96,56,75.0,225,-23.28767123287671
S357,53,85,78,72.0,216,47.16981132075472
S358,71,88,67,75.33333333333333,226,-5.633802816901409
S359,87,72,65,74.66666666666667,224,-25.287356321839084
S360,62,63,78,67.66666666666667,203,25.806451612903224
S361,47,58,94,66.33333333333333,199,100.0
S362,82,71,75,76.0,228,-8.536585365853659
S363,51,79,69,66.33333333333333,199,35.294117647058826
S364,80,81,67,76.0,228,-16.25
S365,83,80,86,83.0,249,3.614457831325301
S366,59,76,73,69.33333333333333,208,23.728813559322035
S367,56,48,59,54.333333333333336,163,5.357142857142857
S368,54,55,63,57.333333333333336,172,16.666666666666664
S369,89,66,86,80.33333333333333,241,-3.3707865168539324
S370,45,52,87,61.333333333333336,184,93.33333333333333
S371,85,70,54,69.66666666666667,209,-36.470588235294116
S372,52,76,51,59.666666666666664,179,-1.9230769230769231
S373,48,64,71,61.0,183,47.91666666666667
S374,51,57,79,62.333333333333336,187,54.90196078431373
S375,65,68,80,71.0,213,23.076923076923077
S376,69,62,86,72.33333333333333,217,24.637681159420293
S377,60,88,85,77.66666666666667,233,41.66666666666667
S378,79,57,84,73.33333333333333,220,6.329113924050633
S379,54,63,82,66.33333333333333,199,51.85185185185185
S380,90,92,57,79.66666666666667,239,-36.666666666666664
S381,83,83,99,88.33333333333333,265,19.27710843373494
S382,58,86,77,73.66666666666667,221,32.758620689655174
S383,59,82,75,72.0,216,27.11864406779661
S384,66,73,71,70.0,210,7.575757575757576
S385,48,56,69,57.666666666666664,173,43.75
S386,64,53,61,59.333333333333336,178,-4.6875
S387,62,56,60,59.333333333333336,178,-3.225806451612903
S388,84,73,73,76.66666666666667,230,-13.095238095238097
S389,56,64,75,65.0,195,33.92857142857143
S390,71,63,97,77.0,231,36.61971830985916
S391,82,57,92,77.0,231,12.195121951219512
S392,90,83,88,87.0,261,-2.2222222222222223
S393,83,54,94,77.0,231,13.253012048192772
S394,88,67,88,81.0,243,0.0
S395,92,72,99,87.66666666666667,263,7.608695652173914
S396,91,69,69,76.33333333333333,229,-24.175824175824175
S397,67,66,72,68.33333333333333,205,7.462686567164178
S398,83,86,82,83.66666666666667,251,-1.2048192771084338
S399,79,82,62,74.33333333333333,223,-21.518987341772153
S400,53,83,96,77.33333333333333,232,81.13207547169812
S401,92,75,50,72.33333333333333,217,-45.65217391304348
S402,53,96,74,74.33333333333333,223,39.62264150943396
S403,93,95,60,82.66666666666667,248,-35.483870967741936
S404,46,56,59,53.666666666666664,161,28.26086956521739
S405,65,65,63,64.33333333333333,193,-3.076923076923077
S406,86,82,76,81.33333333333333,244,-11.627906976744185
S407,95,60,61,72.0,216,-35.78947368421053
S408,64,82,63,69.66666666666667,209,-1.5625
S409,54,71,68,64.33333333333333,193,25.925925925925924
S410,74,79,85,79.33333333333333,238,14.864864864864865
S411,85,62,69,72.0,216,-18.823529411764707
S412,90,86,57,77.66666666666667,233,-36.666666666666664
S413,79,77,80,78.66666666666667,236,1.2658227848101267
S414,91,48,90,76.33333333333333,229,-1.098901098901099
S415,86,59,64,69.66666666666667,209,-25.581395348837212
S416,65,56,52,57.666666666666664,173,-20.0
S417,58,54,72,61.333333333333336,184,24.137931034482758
S418,66,85,96,82.33333333333333,247,45.45454545454545
S419,68,50,58,58.666666666666664,176,-14.705882352941178
S420,80,49,87,72.0,216,8.75
S421,70,91,52,71.0,213,-25.71428571428571
S422,53,58,98,69.66666666666667,209,84.90566037735849
S423,82,81,51,71.33333333333333,214,-37.80487804878049
S424,82,77,75,78.0,234,-8.536585365853659
S425,86,72,98,85.33333333333333,256,13.953488372093023
S426,58,96,57,70.33333333333333,211,-1.7241379310344827
S427,59,97,60,72.0,216,1.694915254237288
S428,73,57,84,71.33333333333333,214,15.068493150684931
S429,57,70,55,60.666666666666664,182,-3.508771929824561
S430,69,85,88,80.66666666666667,242,27.536231884057973
S431,46,90,54,63.333333333333336,190,17.391304347826086
S432,57,76,58,63.666666666666664,191,1.7543859649122806
S433,56,88,60,68.0,204,7.142857142857142
S434,50,74,80,68.0,204,60.0
S435,49,57,97,67.66666666666667,203,97.95918367346938
S436,53,82,82,72.33333333333333,217,54.71698113207547
S437,69,66,59,64.66666666666667,194,-14.492753623188406
S438,77,89,73,79.66666666666667,239,-5.194805194805195
S439,79,80,81,80.0,240,2.5316455696202533
S440,60,48,52,53.333333333333336,160,-13.333333333333334
S441,73,66,84,74.33333333333333,223,15.068493150684931
S442,51,57,53,53.666666666666664,161,3.9215686274509802
S443,90,76,68,78.0,234,-24.444444444444443
S444,53,63,81,65.66666666666667,197,52.83018867924528
S445,94,70,84,82.66666666666667,248,-10.638297872340425
S446,57,58,75,63.333333333333336,190,31.57894736842105
S447,95,50,87,77.33333333333333,232,-8.421052631578947
S448,64,72,90,75.33333333333333,226,40.625
S449,65,86,54,68.33333333333333,205,-16.923076923076923
S450,55,94,84,77.66666666666667,233,52.72727272727272
S451,46,74,84,68.0,204,82.6086956521739
S452,57,66,89,70.66666666666667,212,56.14035087719298
S453,92,63,91,82.0,246,-1.0869565217391304
S454,52,76,71,66.33333333333333,199,36.53846153846153
S455,91,74,92,85.66666666666667,257,1.098901098901099
S456,69,95,70,78.0,234,1.4492753623188406
S457,93,60,51,68.0,204,-45.16129032258064
S458,60,64,66,63.333333333333336,190,10.0
S459,46,56,89,63.666666666666664,191,93.47826086956522
S460,87,70,70,75.66666666666667,227,-19.54022988505747
S461,84,77,68,76.33333333333333,229,-19.047619047619047
S462,66,97,81,81.33333333333333,244,22.727272727272727
S463,86,94,61,80.33333333333333,241,-29.069767441860467
S464,68,84,96,82.66666666666667,248,41.17647058823529
S465,62,70,95,75.66666666666667,227,53.2258064516129
S466,90,84,90,88.0,264,0.0
S467,74,84,66,74.66666666666667,224,-10.81081081081081
S468,52,61,67,60.0,180,28.846153846153843
S469,72,85,62,73.0,219,-13.88888888888889
S470,54,62,59,58.333333333333336,175,9.25925925925926
S471,47,57,91,65.0,195,93.61702127659575
S472,73,83,75,77.0,231,2.73972602739726
S473,53,58,97,69.33333333333333,208,83.01886792452831
S474,91,56,83,76.66666666666667,230,-8.791208791208792
S475,91,72,59,74.0,222,-35.16483516483517
S476,89,72,59,73.33333333333333,220,-33.70786516853933
S477,50,59,61,56.666666666666664,170,22.0
S478,63,92,88,81.0,243,39.682539682539684
S479,84,92,51,75.66666666666667,227,-39.285714285714285
S480,89,61,88,79.33333333333333,238,-1.1235955056179776
S481,68,92,99,86.33333333333333,259,45.588235294117645
S482,66,76,92,78.0,234,39.39393939393939
S483,74,85,89,82.66666666666667,248,20.27027027027027
S484,58,78,77,71.0,213,32.758620689655174
S485,76,63,68,69.0,207,-10.526315789473683
S486,51,60,79,63.333333333333336,190,54.90196078431373
S487,77,76,52,68.33333333333333,205,-32.467532467532465
S488,93,67,55,71.66666666666667,215,-40.86021505376344
S489,60,95,91,82.0,246,51.66666666666667
S490,45,76,78,66.33333333333333,199,73.33333333333333
S491,54,81,63,66.0,198,16.666666666666664
S492,48,97,70,71.66666666666667,215,45.83333333333333
S493,50,58,76,61.333333333333336,184,52.0
S494,76,61,57,64.66666666666667,194,-25.0
S495,52,87,86,75.0,225,65.38461538461539
S496,94,62,63,73.0,219,-32.97872340425532
S497,90,66,81,79.0,237,-10.0
S498,46,91,56,64.33333333333333,193,21.73913043478261
S499,70,77,74,73.66666666666667,221,5.714285714285714
S500,86,62,85,77.66666666666667,233,-1.1627906976744187
S501,46,65,73,61.333333333333336,184,58.69565217391305
S502,85,63,87,78.33333333333333,235,2.3529411764705883
S503,79,68,87,78.0,234,10.126582278481013
S504,76,67,57,66.66666666666667,200,-25.0
S505,92,59,90,80.33333333333333,241,-2.1739130434782608
S506,67,69,68,68.0,204,1.4925373134328357
S507,92,54,94,80.0,240,2.1739130434782608
S508,57,89,93,79.66666666666667,239,63.1578947368421
S509,49,75,91,71.66666666666667,215,85.71428571428571
S510,83,84,62,76.33333333333333,229,-25.301204819277107
S511,81,96,57,78.0,234,-29.629629629629626
S512,92,90,90,90.66666666666667,272,-2.1739130434782608
S513,66,58,68,64.0,192,3.0303030303030303
S514,46,50,91,62.333333333333336,187,97.82608695652173
S515,94,87,80,87.0,261,-14.893617021276595
S516,56,51,99,68.66666666666667,206,76.78571428571429
S517,78,97,79,84.66666666666667,254,1.282051282051282
S518,86,67,67,73.33333333333333,220,-22.093023255813954
S519,76,64,89,76.33333333333333,229,17.105263157894736
S520,46,74,92,70.66666666666667,212,100.0
S521,78,90,81,83.0,249,3.8461538461538463
S522,76,77,78,77.0,231,2.631578947368421
S523,53,78,84,71.66666666666667,215,58.490566037735846
S524,71,83,80,78.0,234,12.676056338028168
S525,82,56,65,67.66666666666667,203,-20.73170731707317
S526,50,53,64,55.666666666666664,167,28.000000000000004
S527,73,60,62,65.0,195,-15.068493150684931
S528,71,68,77,72.0,216,8.450704225352112
S529,77,96,62,78.33333333333333,235,-19.480519480519483
S530,53,80,88,73.66666666666667,221,66.0377358490566
S531,86,83,53,74.0,222,-38.372093023255815
S532,94,71,51,72.0,216,-45.744680851063826
S533,56,75,67,66.0,198,19.642857142857142
S534,53,72,66,63.666666666666664,191,24.528301886792452
S535,46,74,70,63.333333333333336,190,52.17391304347826
S536,54,75,73,67.33333333333333,202,35.18518518518518
S537,52,65,70,62.333333333333336,187,34.61538461538461
S538,86,95,74,85.0,255,-13.953488372093023
